# omp v18.1.8 596f2da7101178214aa27a753529d15e6b7ad91d
path	bytes	lines	role	surface
packages/coding-agent/src/modes/theme/defaults/light-prism.json	2277	90	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-retro.json	2774	98	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-sand.json	2465	95	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-savanna.json	2682	91	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-solarized.json	2602	102	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-soleil.json	2295	90	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-sunset.json	2673	99	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-synthwave.json	2745	98	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-tokyo-night.json	2836	111	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-wetland.json	2638	91	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/light-zenith.json	2244	89	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/limestone.json	2531	94	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/mahogany.json	2555	97	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/marble.json	2552	93	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/obsidian.json	2306	91	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/onyx.json	2388	91	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/pearl.json	2542	93	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/porcelain.json	2627	91	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/quartz.json	2644	96	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/sandstone.json	2523	95	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/defaults/titanium.json	2698	90	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/light.json	2463	93	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/loader.ts	6909	199	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/mermaid-cache.ts	3357	92	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/schema.ts	6868	263	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/shimmer.ts	12523	305	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/symbols.ts	35723	1399	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/theme-class.ts	26096	784	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/theme-schema.json	12324	463	other	CA-TUI-MODE
packages/coding-agent/src/modes/theme/theme.ts	25670	783	src	CA-TUI-MODE
packages/coding-agent/src/modes/theme/tui-adapters.ts	12867	334	src	CA-TUI-MODE
packages/coding-agent/src/modes/turn-budget.ts	1369	31	src	CA-TUI-MODE
packages/coding-agent/src/modes/types.ts	24245	558	src	CA-TUI-MODE
packages/coding-agent/src/modes/ultrathink.ts	1823	42	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/context-usage.ts	21913	575	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/copy-targets.ts	7349	210	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/hotkeys-markdown.ts	3903	69	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/interactive-context-helpers.ts	1217	31	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/keybinding-matchers.ts	3566	96	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/tools-markdown.ts	1077	31	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/transcript-render-helpers.ts	10965	303	src	CA-TUI-MODE
packages/coding-agent/src/modes/utils/ui-helpers.ts	52547	1268	src	CA-TUI-MODE
packages/coding-agent/src/modes/warp-events.ts	7072	232	src	CA-TUI-MODE
packages/coding-agent/src/modes/workflow.ts	2371	64	src	CA-TUI-MODE
packages/coding-agent/src/plan-mode/approved-plan.ts	8863	194	src	CA-PLANNING
packages/coding-agent/src/plan-mode/model-transition.ts	2472	51	src	CA-PLANNING
packages/coding-agent/src/plan-mode/plan-files.ts	1593	40	src	CA-PLANNING
packages/coding-agent/src/plan-mode/plan-handoff.ts	1487	37	src	CA-PLANNING
packages/coding-agent/src/plan-mode/plan-protection.ts	1552	31	src	CA-PLANNING
packages/coding-agent/src/plan-mode/state.ts	135	6	src	CA-PLANNING
packages/coding-agent/src/priority.json	1253	65	other	CA-MISC-RUNTIME
packages/coding-agent/src/prompts/advisor/active-repo-watchdog.md	258	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/advisor/advise-tool.md	151	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/advisor/context-files.md	273	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/advisor/memory-context.md	342	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/advisor/system.md	5652	94	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/frontmatter.md	501	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/init.md	1312	33	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/librarian.md	4890	119	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/reviewer.md	5035	134	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/scout.md	2684	63	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/security-reviewer.md	2240	73	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/agents/task.md	928	16	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/cache-prefix-chunk.md	38	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/cache-prefix.md	61	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/cache-suffix.md	36	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/chat.md	205	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/generation.md	273	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/bench/prefill-instruction.md	99	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/ci-green-request.md	1499	34	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/dry-balance-bench.md	371	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/goal-budget-limit.md	603	15	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/goal-continuation.md	1647	28	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/goal-mode-active.md	865	23	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/goal-mode-context.md	60	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/goal-todo-context.md	557	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/goals/guided-goal-interview.md	2083	37	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/consolidation.md	1115	30	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/consolidation_system.md	153	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/read-path.md	845	17	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/sharpshooter-consolidate-input.md	502	25	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/sharpshooter-consolidate-system.md	3655	43	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/sharpshooter-extract-input.md	328	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/sharpshooter-extract-system.md	3252	39	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/stage_one_input.md	123	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/memories/stage_one_system.md	710	19	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/review-custom-request.md	487	18	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/review-headless-request.md	227	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/review-request.md	1600	68	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/security/scan-coordinator.md	1199	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/security/scan-request.md	684	21	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/security/validate-request.md	510	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/session/launch-completion.md	121	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/skills/autoload.md	79	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/skills/user-invocation.md	411	11	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/steering/parent-irc.md	116	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/steering/user-interjection.md	180	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/active-repo-context.md	269	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/agent-creation-architect.md	2505	35	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/agent-creation-user.md	129	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/auto-continue.md	225	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/auto-thinking-difficulty-local.md	386	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/auto-thinking-difficulty.md	1246	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/autolearn-guidance-learn.md	204	2	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/autolearn-guidance.md	611	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/autolearn-nudge-autocontinue.md	664	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/background-tan-dispatch.md	504	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/btw-user.md	210	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/checkpoint-active-notice.md	153	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/commit-message-system.md	603	16	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/computer-safety.md	1056	14	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/custom-system-prompt.md	1755	64	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/date-cwd-reminder.md	138	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/eager-task.md	707	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/eager-todo.md	1292	18	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/empty-stop-retry.md	204	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/gemini-tool-call-reminder.md	536	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/git-ai-stage-files.md	248	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/git-ai-stage-hunk.md	180	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/interrupted-thinking.md	66	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/irc-autoreply.md	266	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/irc-incoming.md	802	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/malformed-function-call-retry.md	460	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/manual-continue.md	238	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/mcp-xdev-guidance.md	304	11	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/memory-consolidation-system.md	350	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/memory-extraction-system.md	668	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/mid-run-todo-nudge.md	239	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/omfg-user.md	2656	50	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/orchestrate-notice.md	4949	40	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/personalities/default.md	899	18	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/personalities/friendly.md	996	17	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/personalities/pragmatic.md	977	15	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-filename.md	777	20	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-active.md	9528	123	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-approved.md	900	25	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-compact-instructions.md	664	17	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-reference.md	454	14	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-subagent.md	868	33	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-mode-tool-decision-reminder.md	412	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/plan-yolo-handoff.md	291	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/prewalk-checklist.md	576	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/prewalk-continue.md	41	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/prewalk-plan.md	922	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/project-prompt.md	2498	59	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/recap-user.md	323	9	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/resolve-device-reminder.md	219	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/rewind-report.md	115	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/side-channel-no-tools.md	275	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/skillful-notice.md	252	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/snapcompact-context-frames-note.md	120	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/snapcompact-context-stub.md	192	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/snapcompact-system-frames-note.md	70	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/snapcompact-system-stub.md	182	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/snapcompact-toolresult-note.md	293	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/speech-rewrite.md	1301	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/subagent-async-pending.md	676	6	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/subagent-system-prompt.md	5082	92	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/subagent-user-prompt.md	48	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/subagent-yield-reminder.md	1588	23	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/system-prompt.md	14889	254	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/tan-context-switch.md	722	11	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/task-label.md	1017	23	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/thinking-loop-redirect.md	679	10	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/title-marker-instruction.md	229	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/title-system.md	523	16	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/tool-call-loop-redirect.md	381	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/tool-roster-notice.md	205	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/ttsr-interrupt.md	229	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/ttsr-tool-reminder.md	346	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/ultrathink-notice.md	110	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/unexpected-stop-classifier.md	526	17	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/unexpected-stop-retry.md	273	4	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/vibe-mode-active.md	1858	26	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/video-attachment.md	278	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/web-search.md	1177	25	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/workflow-notice.md	6456	109	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/system/xdev-mount-notice.md	533	20	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/approve.md	282	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/ask.md	1010	22	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/ast-edit.md	1134	11	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/ast-grep.md	1333	19	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/async-result.md	803	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/bash.md	1985	24	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/browser.md	3248	31	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/checkpoint.md	730	15	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/computer.md	3386	26	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/debug.md	241	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/eval-code-mode.md	576	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/eval.md	4950	55	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/github.md	1634	23	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/glob.md	750	16	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/goal.md	606	10	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/grep.md	543	13	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/hub.md	4883	36	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/image-attachment-describe-system.md	615	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/image-attachment-describe.md	484	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/image-gen.md	291	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/inspect-image-system.md	654	20	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/inspect-image.md	893	19	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/learn.md	600	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/lsp-late-diagnostic.md	332	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/lsp.md	1402	19	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/manage-skill.md	609	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/memory-edit.md	809	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/read.md	2842	31	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/recall.md	517	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/reflect.md	340	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/retain.md	343	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/rewind.md	102	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/rewrite.md	673	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/security-publish.md	349	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/security-scan.md	783	10	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/task-async-contract.md	317	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/task-summary.md	602	20	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/task.md	6925	92	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/todo.md	2616	44	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/tts.md	766	1	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-kill.md	248	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-list.md	261	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-send.md	583	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-spawn.md	811	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-turn-result.md	649	19	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/vibe-wait.md	565	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/web-search.md	737	8	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/workpool-batch.md	481	7	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/workpool-turn-result.md	359	5	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/write-device-only.md	406	3	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/write.md	767	14	prompt	CA-SYSPROMPT
packages/coding-agent/src/prompts/tools/yield.md	1178	12	prompt	CA-SYSPROMPT
packages/coding-agent/src/registry/agent-lifecycle.ts	22697	574	src	CA-MISC-RUNTIME
packages/coding-agent/src/registry/agent-registry.ts	11372	312	src	CA-MISC-RUNTIME
packages/coding-agent/src/registry/persisted-agents.ts	31850	808	src	CA-MISC-RUNTIME
packages/coding-agent/src/sdk.ts	192117	4328	src	CA-SDK
packages/coding-agent/src/secrets/index.ts	15729	369	src	CA-SECURITY
packages/coding-agent/src/secrets/message-transform.ts	12024	287	src	CA-SECURITY
packages/coding-agent/src/secrets/obfuscator.ts	61810	1365	src	CA-SECURITY
packages/coding-agent/src/secrets/placeholder-scan.ts	20112	506	src	CA-SECURITY
packages/coding-agent/src/secrets/placeholder.ts	15505	309	src	CA-SECURITY
packages/coding-agent/src/secrets/regex.ts	827	21	src	CA-SECURITY
packages/coding-agent/src/secrets/replacement.ts	12037	216	src	CA-SECURITY
packages/coding-agent/src/security/auth.ts	3964	98	src	CA-SECURITY
packages/coding-agent/src/security/cloud.ts	25672	687	src	CA-SECURITY
packages/coding-agent/src/security/comparison.ts	10538	255	src	CA-SECURITY
packages/coding-agent/src/security/contracts/ids.ts	3843	111	src	CA-SECURITY
packages/coding-agent/src/security/contracts/index.ts	105	4	src	CA-SECURITY
packages/coding-agent/src/security/contracts/schemas.ts	6320	219	src	CA-SECURITY
packages/coding-agent/src/security/contracts/types.ts	6252	254	src	CA-SECURITY
packages/coding-agent/src/security/contracts/validation.ts	3211	69	src	CA-SECURITY
packages/coding-agent/src/security/coordinator.ts	25288	719	src	CA-SECURITY
packages/coding-agent/src/security/importers/codex-security.ts	14832	387	src	CA-SECURITY
packages/coding-agent/src/security/importers/index.ts	59	2	src	CA-SECURITY
packages/coding-agent/src/security/importers/sarif.ts	11659	357	src	CA-SECURITY
packages/coding-agent/src/security/index.ts	374	13	src	CA-SECURITY
packages/coding-agent/src/security/preflight.ts	16264	409	src	CA-SECURITY
packages/coding-agent/src/security/provenance.ts	3206	106	src	CA-SECURITY
packages/coding-agent/src/security/publication.ts	11119	326	src	CA-SECURITY
packages/coding-agent/src/security/remediation.ts	3419	93	src	CA-SECURITY
packages/coding-agent/src/security/resource-output.ts	1671	50	src	CA-SECURITY
packages/coding-agent/src/security/sarif.ts	2393	78	src	CA-SECURITY
packages/coding-agent/src/security/store.ts	16513	431	src	CA-SECURITY
packages/coding-agent/src/session/acp-permission-gate.ts	4880	141	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/agent-session-events.ts	2722	70	src	CA-AGENT-SESSION
packages/coding-agent/src/session/agent-session-types.ts	19829	470	src	CA-AGENT-SESSION
packages/coding-agent/src/session/agent-session.ts	432086	10627	src	CA-AGENT-SESSION
packages/coding-agent/src/session/agent-storage.ts	32450	873	src	CA-SESSION-BACKENDS
packages/coding-agent/src/session/artifacts.ts	6209	191	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/async-job-delivery.ts	4522	122	src	CA-QUEUE
packages/coding-agent/src/session/auth-broker-config.ts	5675	130	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/auth-storage.ts	690	25	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/bash-runner.ts	12651	344	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/blob-store.ts	9871	295	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/checkpoint-entries.ts	3822	83	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/claude-session-store.ts	15670	427	src	CA-SESSION-FOREIGN
packages/coding-agent/src/session/client-bridge.ts	2861	85	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/code-mode.ts	4316	118	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/codex-auto-reset.ts	29593	673	src	CA-TURN-RECOVERY
packages/coding-agent/src/session/codex-session-store.ts	23372	673	src	CA-SESSION-FOREIGN
packages/coding-agent/src/session/compact-modes.ts	3644	97	src	CA-COMPACTION-HOST
packages/coding-agent/src/session/compaction-methods.ts	4411	131	src	CA-COMPACTION-HOST
packages/coding-agent/src/session/credential-pin.ts	4117	93	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/date-cwd-reminder.ts	4507	117	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/eval-runner.ts	7684	215	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/exit-diagnostics.ts	11061	310	src	CA-TURN-RECOVERY
packages/coding-agent/src/session/foreign-session-import.ts	1974	52	src	CA-SESSION-FOREIGN
packages/coding-agent/src/session/foreign-session-jsonl.ts	1077	29	src	CA-SESSION-FOREIGN
packages/coding-agent/src/session/foreign-session-store.ts	963	26	src	CA-SESSION-FOREIGN
packages/coding-agent/src/session/history-storage.ts	14058	385	src	CA-SESSION-BACKENDS
packages/coding-agent/src/session/indexed-session-storage.ts	17408	558	src	CA-SESSION-BACKENDS
packages/coding-agent/src/session/inline-edit-recovery.ts	2160	52	src	CA-TURN-RECOVERY
packages/coding-agent/src/session/irc-bridge.ts	9958	264	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/launch-completion.ts	1423	37	src	CA-TURN-RECOVERY
packages/coding-agent/src/session/messages.ts	51232	1396	src	CA-AGENT-SESSION
packages/coding-agent/src/session/model-controls.ts	30928	778	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/prewalk.ts	13368	345	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/provider-image-budget.ts	14016	342	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/queued-messages.ts	3788	99	src	CA-QUEUE
packages/coding-agent/src/session/redis-session-storage.ts	8375	257	src	CA-SESSION-BACKENDS
packages/coding-agent/src/session/retry-fallback-chains.ts	19205	496	src	CA-TURN-RECOVERY
packages/coding-agent/src/session/role-models.ts	3335	85	src	CA-MODEL-CONTROLS
packages/coding-agent/src/session/session-advisors.ts	89572	2176	src	CA-SESSION-EXTRAS
packages/coding-agent/src/session/session-context.ts	24161	610	src	CA-AGENT-SESSION
packages/coding-agent/src/session/session-dump-format.ts	8838	249	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/session-entries.ts	11587	337	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/session-handoff.ts	9791	240	src	CA-COMPACTION-HOST
packages/coding-agent/src/session/session-history-format.ts	22466	622	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/session-listing.ts	26369	769	src	CA-SESSION-JOURNAL
packages/coding-agent/src/session/session-loader.ts	15788	439	src	CA-SESSION-JOURNAL
