# omp v18.1.8 596f2da7101178214aa27a753529d15e6b7ad91d
path	bytes	lines	role	surface
packages/catalog/src/compat/rules/auth/coreweave.kdl	644	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/cursor.kdl	115	5	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/deepinfra.kdl	507	11	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/deepseek.kdl	358	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/devin.kdl	709	28	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/exa.kdl	240	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/firepass.kdl	809	14	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/fireworks.kdl	887	16	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/github-copilot.kdl	250	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/gitlab-duo-agent.kdl	974	23	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/gitlab-duo.kdl	1103	24	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/gmi-cloud.kdl	309	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/google-antigravity.kdl	1355	28	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/google-gemini-cli.kdl	1160	26	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/google-vertex.kdl	167	5	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/google.kdl	40	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/groq.kdl	29	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/huggingface.kdl	553	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/kagi.kdl	313	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/kilo.kdl	65	4	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/kimi-code.kdl	718	18	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/litellm.kdl	349	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/llama.cpp.kdl	500	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/lm-studio.kdl	257	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/meta.kdl	314	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/minimax-code-cn.kdl	369	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/minimax-code.kdl	397	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/minimax.kdl	35	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/mistral.kdl	35	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/moonshot.kdl	371	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/nanogpt.kdl	277	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/novita.kdl	589	12	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/nvidia.kdl	546	11	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/ollama-cloud.kdl	260	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/ollama.kdl	368	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/openai-codex-device.kdl	557	20	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/openai-codex.kdl	1204	33	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/openai.kdl	33	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/opencode-go.kdl	398	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/opencode-zen.kdl	326	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/openrouter.kdl	1006	32	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/parallel.kdl	284	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/perplexity.kdl	165	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/qianfan.kdl	395	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/qwen-portal.kdl	332	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/sakana.kdl	296	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/siliconflow-cn.kdl	361	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/siliconflow.kdl	349	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/synthetic.kdl	321	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/tavily.kdl	244	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/together.kdl	669	14	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/umans.kdl	336	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/venice.kdl	307	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/vercel-ai-gateway.kdl	333	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/vllm.kdl	430	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/wafer-serverless.kdl	529	11	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xai-oauth.kdl	1130	27	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xai.kdl	305	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xiaomi-token-plan-ams.kdl	423	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xiaomi-token-plan-cn.kdl	418	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xiaomi-token-plan-sgp.kdl	432	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/xiaomi.kdl	215	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/yolo-auto.kdl	464	11	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/zai-coding-plan.kdl	1181	29	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/zai.kdl	336	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/zenmux.kdl	277	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/auth/zhipu-coding-plan.kdl	394	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/amazon.kdl	711	21	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/anthropic.kdl	7655	285	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/baidu.kdl	260	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/bytedance.kdl	243	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/cohere.kdl	200	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/deepseek.kdl	2162	80	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/gemini.kdl	2953	107	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/gemma.kdl	485	14	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/glm.kdl	4213	115	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/gpt-oss.kdl	564	16	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/kimi.kdl	3588	113	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/meta.kdl	553	15	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/mimo.kdl	1197	32	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/minimax.kdl	2603	79	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/mistral.kdl	499	19	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/openai.kdl	1447	48	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/qwen.kdl	2498	72	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/stepfun.kdl	311	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/classes/xai.kdl	1266	45	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/abliteration.kdl	300	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/aiand.kdl	686	19	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/aimlapi.kdl	814	24	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/alibaba-coding-plan.kdl	668	20	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/alibaba-token-plan.kdl	1013	35	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/amazon-bedrock.kdl	931	36	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/anthropic.kdl	796	24	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/azure.kdl	668	19	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/baseten.kdl	764	19	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/bedrock-mantle.kdl	524	15	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/cerebras.kdl	705	19	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/cline-pass.kdl	239	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/cloudflare-ai-gateway.kdl	1012	26	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/coreweave.kdl	568	16	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/cursor.kdl	1904	52	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/deepseek.kdl	584	21	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/firepass.kdl	525	15	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/fireworks.kdl	1492	43	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/github-copilot.kdl	1959	62	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/gitlab-duo.kdl	748	24	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/gmi-cloud.kdl	282	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/google-antigravity.kdl	1607	59	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/google-gemini-cli.kdl	447	12	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/google-vertex.kdl	984	25	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/google.kdl	615	17	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/groq.kdl	234	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/huggingface.kdl	934	24	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/kilo.kdl	2115	51	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/kimi-code.kdl	1255	37	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/llama.cpp.kdl	165	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/lm-studio.kdl	165	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/meta.kdl	303	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/minimax-code-cn.kdl	462	13	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/minimax-code.kdl	456	13	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/minimax.kdl	177	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/mistral.kdl	240	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/moonshot.kdl	950	36	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/nanogpt.kdl	4237	100	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/novita.kdl	1232	34	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/nvidia.kdl	967	27	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/ollama-cloud.kdl	684	20	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/ollama.kdl	621	12	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/openai-codex.kdl	3228	121	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/openai.kdl	2377	82	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/opencode-go.kdl	3207	97	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/opencode-zen.kdl	3226	103	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/openrouter.kdl	2524	66	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/qianfan.kdl	262	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/sakana.kdl	274	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/synthetic.kdl	580	16	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/together.kdl	856	22	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/umans.kdl	1129	28	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/venice.kdl	1488	46	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/vercel-ai-gateway.kdl	2377	73	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/vllm.kdl	167	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/wafer-serverless.kdl	1093	35	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xai-oauth.kdl	1557	48	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xai.kdl	1973	50	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xiaomi-token-plan-ams.kdl	228	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xiaomi-token-plan-cn.kdl	226	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xiaomi-token-plan-sgp.kdl	228	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/xiaomi.kdl	707	22	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/yolo-auto.kdl	556	16	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/zai.kdl	1384	36	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/zenmux.kdl	2824	108	other	PKG-CATALOG
packages/catalog/src/compat/rules/providers/zhipu-coding-plan.kdl	1571	49	other	PKG-CATALOG
packages/catalog/src/compat/rules/runtime/behavior.kdl	13892	254	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/_collapse.kdl	31184	747	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/_discovery.kdl	3733	60	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/ai21.kdl	84	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/amazon.kdl	147	8	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/anthropic.kdl	1570	17	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/baidu.kdl	67	5	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/bytedance.kdl	74	5	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/cohere.kdl	94	6	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/deepseek.kdl	1978	18	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/gemini.kdl	171	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/gemma.kdl	38	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/glm.kdl	1399	17	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/gpt-oss.kdl	1019	11	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/kimi.kdl	1549	20	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/meta.kdl	185	10	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/mimo.kdl	339	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/minimax.kdl	196	9	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/mistral.kdl	129	7	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/openai.kdl	2344	43	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/qwen.kdl	5535	33	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/stepfun.kdl	66	5	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/unknown.kdl	106	3	other	PKG-CATALOG
packages/catalog/src/compat/rules/taxonomy/xai.kdl	246	12	other	PKG-CATALOG
packages/catalog/src/compat/taxonomy.ts	17863	452	src	PKG-CATALOG
packages/catalog/src/compat/types.ts	18388	586	src	PKG-CATALOG
packages/catalog/src/discovery/antigravity.ts	8700	256	src	PKG-CATALOG
packages/catalog/src/discovery/codex.ts	16440	471	src	PKG-CATALOG
packages/catalog/src/discovery/cursor-proto.ts	330290	8329	src	PKG-CATALOG
packages/catalog/src/discovery/cursor.ts	13276	413	src	PKG-CATALOG
packages/catalog/src/discovery/devin-proto.ts	89032	2650	src	PKG-CATALOG
packages/catalog/src/discovery/devin.ts	18145	458	src	PKG-CATALOG
packages/catalog/src/discovery/gemini-cli.ts	6566	201	src	PKG-CATALOG
packages/catalog/src/discovery/gemini.ts	7581	262	src	PKG-CATALOG
packages/catalog/src/discovery/gitlab-duo-workflow.ts	28980	859	src	PKG-CATALOG
packages/catalog/src/discovery/index.ts	216	7	src	PKG-CATALOG
packages/catalog/src/discovery/openai-compatible.ts	7871	266	src	PKG-CATALOG
packages/catalog/src/discovery/protobuf.ts	29393	1073	src	PKG-CATALOG
packages/catalog/src/effort.ts	347	18	src	PKG-CATALOG
packages/catalog/src/fireworks-model-id.ts	2566	50	src	PKG-CATALOG
packages/catalog/src/hosts.ts	8935	178	src	PKG-CATALOG
packages/catalog/src/identity/bundled.ts	1093	28	src	PKG-CATALOG
packages/catalog/src/identity/dialect.ts	773	42	src	PKG-CATALOG
packages/catalog/src/identity/id.ts	3787	93	src	PKG-CATALOG
packages/catalog/src/identity/index.ts	275	8	src	PKG-CATALOG
packages/catalog/src/identity/metrics.ts	6809	165	src	PKG-CATALOG
packages/catalog/src/identity/priority.ts	1487	60	src	PKG-CATALOG
packages/catalog/src/identity/reference.ts	7549	199	src	PKG-CATALOG
packages/catalog/src/index.ts	614	19	src	PKG-CATALOG
packages/catalog/src/model-cache.ts	13512	346	src	PKG-CATALOG
packages/catalog/src/model-manager.ts	30107	745	src	PKG-CATALOG
packages/catalog/src/model-thinking.ts	5636	169	src	PKG-CATALOG
packages/catalog/src/model-tokenizer.ts	2848	68	src	PKG-CATALOG
packages/catalog/src/models.json	12244267	0	other	PKG-CATALOG
packages/catalog/src/models.json.d.ts	290	9	src	PKG-CATALOG
packages/catalog/src/models.ts	5715	122	src	PKG-CATALOG
packages/catalog/src/provider-models/bundled-references.ts	3441	89	src	PKG-CATALOG
packages/catalog/src/provider-models/cache-provider-id.ts	4538	101	src	PKG-CATALOG
packages/catalog/src/provider-models/cline-pass.ts	6166	226	src	PKG-CATALOG
packages/catalog/src/provider-models/descriptor-types.ts	3958	85	src	PKG-CATALOG
packages/catalog/src/provider-models/descriptors.ts	21360	621	src	PKG-CATALOG
packages/catalog/src/provider-models/google.ts	4005	126	src	PKG-CATALOG
packages/catalog/src/provider-models/index.ts	216	7	src	PKG-CATALOG
packages/catalog/src/provider-models/models-dev-policies.ts	589	13	src	PKG-CATALOG
packages/catalog/src/provider-models/ollama.ts	7925	217	src	PKG-CATALOG
packages/catalog/src/provider-models/openai-compat.ts	268403	7196	src	PKG-CATALOG
packages/catalog/src/provider-models/special.ts	15522	412	src	PKG-CATALOG
packages/catalog/src/types.ts	57042	1245	src	PKG-CATALOG
packages/catalog/src/utils.ts	2552	69	src	PKG-CATALOG
packages/catalog/src/wire/alibaba-token-plan.ts	2310	54	src	PKG-CATALOG
packages/catalog/src/wire/cline-pass.ts	1496	35	src	PKG-CATALOG
packages/catalog/src/wire/cloudflare-ai-gateway.ts	2151	44	src	PKG-CATALOG
packages/catalog/src/wire/codex.ts	5408	138	src	PKG-CATALOG
packages/catalog/src/wire/coreweave.ts	1751	51	src	PKG-CATALOG
packages/catalog/src/wire/devin-proto.ts	1017	30	src	PKG-CATALOG
packages/catalog/src/wire/devin.ts	2581	72	src	PKG-CATALOG
packages/catalog/src/wire/gemini-headers.ts	6835	135	src	PKG-CATALOG
packages/catalog/src/wire/github-copilot.ts	6462	189	src	PKG-CATALOG
packages/catalog/src/wire/image-fetchers.ts	6404	159	src	PKG-CATALOG
packages/catalog/test/abliteration-provider.test.ts	6709	144	test	PKG-CATALOG
packages/catalog/test/aiand-provider.test.ts	5673	156	test	PKG-CATALOG
packages/catalog/test/alibaba-token-plan.test.ts	8246	241	test	PKG-CATALOG
packages/catalog/test/amazon-bedrock-openai.test.ts	4560	127	test	PKG-CATALOG
packages/catalog/test/amazon-bedrock-opus-5.test.ts	6508	150	test	PKG-CATALOG
packages/catalog/test/amazon-bedrock-us-gov.test.ts	2425	62	test	PKG-CATALOG
packages/catalog/test/anthropic-copilot-signing-compat.test.ts	2317	56	test	PKG-CATALOG
packages/catalog/test/anthropic-zenmux-signing-compat.test.ts	3258	76	test	PKG-CATALOG
packages/catalog/test/azure-provider.test.ts	4422	110	test	PKG-CATALOG
packages/catalog/test/baseten-provider.test.ts	8980	287	test	PKG-CATALOG
packages/catalog/test/bedrock-prompt-cache.test.ts	6869	192	test	PKG-CATALOG
packages/catalog/test/bedrock-stream-idle-timeout.test.ts	2415	65	test	PKG-CATALOG
packages/catalog/test/build.test.ts	54114	1445	test	PKG-CATALOG
packages/catalog/test/canonical-limit-fallback.test.ts	4132	108	test	PKG-CATALOG
packages/catalog/test/catalog-metrics-index.test.ts	3329	81	test	PKG-CATALOG
packages/catalog/test/cerebras-provider.test.ts	1431	41	test	PKG-CATALOG
packages/catalog/test/cline-pass-compat.test.ts	16161	428	test	PKG-CATALOG
packages/catalog/test/cloudflare-ai-gateway-provider.test.ts	1374	45	test	PKG-CATALOG
packages/catalog/test/codex-discovery.test.ts	25501	779	test	PKG-CATALOG
packages/catalog/test/codex-wire.test.ts	2681	65	test	PKG-CATALOG
packages/catalog/test/compat-cascade.test.ts	4832	145	test	PKG-CATALOG
packages/catalog/test/compat-collapse.test.ts	65879	1601	test	PKG-CATALOG
packages/catalog/test/compat-compile.test.ts	8127	232	test	PKG-CATALOG
packages/catalog/test/compat-conformance.test.ts	4117	109	test	PKG-CATALOG
packages/catalog/test/compat-parity.test.ts	5516	150	test	PKG-CATALOG
packages/catalog/test/compat-taxonomy.test.ts	3965	108	test	PKG-CATALOG
packages/catalog/test/coreweave-provider.test.ts	4698	131	test	PKG-CATALOG
packages/catalog/test/cursor-discovery.test.ts	15799	415	test	PKG-CATALOG
packages/catalog/test/deepinfra-provider.test.ts	8946	224	test	PKG-CATALOG
packages/catalog/test/descriptors.test.ts	2271	44	test	PKG-CATALOG
packages/catalog/test/devin-discovery.test.ts	23209	617	test	PKG-CATALOG
packages/catalog/test/discovery-codex-tool-mode.test.ts	1666	51	test	PKG-CATALOG
packages/catalog/test/discovery-null-limits.test.ts	3680	108	test	PKG-CATALOG
packages/catalog/test/fireworks-fast.test.ts	2328	53	test	PKG-CATALOG
packages/catalog/test/fireworks-serverless-discovery.test.ts	7366	177	test	PKG-CATALOG
packages/catalog/test/gateway-reference.test.ts	3441	97	test	PKG-CATALOG
packages/catalog/test/gemini-cli-discovery.test.ts	5058	118	test	PKG-CATALOG
packages/catalog/test/generated-policies.test.ts	27948	828	test	PKG-CATALOG
packages/catalog/test/github-copilot-model-limits.test.ts	32835	969	test	PKG-CATALOG
packages/catalog/test/github-copilot-wire.test.ts	1718	44	test	PKG-CATALOG
packages/catalog/test/gitlab-duo-workflow-discovery.test.ts	32242	811	test	PKG-CATALOG
packages/catalog/test/gmi-cloud-provider.test.ts	3554	71	test	PKG-CATALOG
packages/catalog/test/google-aistudio-compat.test.ts	2195	59	test	PKG-CATALOG
packages/catalog/test/google-vertex-discovery.test.ts	5307	138	test	PKG-CATALOG
packages/catalog/test/hosts.test.ts	3697	84	test	PKG-CATALOG
packages/catalog/test/image-fetchers.test.ts	4078	95	test	PKG-CATALOG
packages/catalog/test/issue-1617-repro.test.ts	4788	119	test	PKG-CATALOG
packages/catalog/test/issue-1846-repro.test.ts	5081	144	test	PKG-CATALOG
packages/catalog/test/issue-1849-repro.test.ts	3584	91	test	PKG-CATALOG
packages/catalog/test/issue-2105-repro.test.ts	3425	97	test	PKG-CATALOG
packages/catalog/test/issue-2113-repro.test.ts	7531	189	test	PKG-CATALOG
packages/catalog/test/issue-2299-repro.test.ts	5121	117	test	PKG-CATALOG
packages/catalog/test/issue-2558-repro.test.ts	3478	96	test	PKG-CATALOG
packages/catalog/test/issue-2883-moonshot-china.test.ts	3450	96	test	PKG-CATALOG
packages/catalog/test/issue-3067-repro.test.ts	1709	35	test	PKG-CATALOG
packages/catalog/test/issue-4297-repro.test.ts	5043	128	test	PKG-CATALOG
packages/catalog/test/issue-5572-repro.test.ts	5278	151	test	PKG-CATALOG
packages/catalog/test/issue-5598-repro.test.ts	2981	88	test	PKG-CATALOG
packages/catalog/test/issue-5756-repro.test.ts	9047	213	test	PKG-CATALOG
packages/catalog/test/issue-6563-repro.test.ts	3649	86	test	PKG-CATALOG
packages/catalog/test/issue-6664-repro.test.ts	5011	119	test	PKG-CATALOG
packages/catalog/test/issue-772-repro.test.ts	3057	96	test	PKG-CATALOG
packages/catalog/test/issue-830-repro.test.ts	2740	56	test	PKG-CATALOG
packages/catalog/test/issue-8315-repro.test.ts	2222	55	test	PKG-CATALOG
packages/catalog/test/issue-847-repro.test.ts	4200	113	test	PKG-CATALOG
packages/catalog/test/issue-8867-repro.test.ts	4416	113	test	PKG-CATALOG
packages/catalog/test/issue-9345-repro.test.ts	5391	133	test	PKG-CATALOG
packages/catalog/test/kimi-code-provider.test.ts	3720	102	test	PKG-CATALOG
packages/catalog/test/litellm-provider.test.ts	39714	1253	test	PKG-CATALOG
packages/catalog/test/lm-studio-provider.test.ts	4453	136	test	PKG-CATALOG
packages/catalog/test/long-context-pricing.test.ts	2959	61	test	PKG-CATALOG
packages/catalog/test/meta-provider.test.ts	4680	112	test	PKG-CATALOG
packages/catalog/test/minimax-bundled-catalog.test.ts	741	22	test	PKG-CATALOG
packages/catalog/test/model-id-affixes.test.ts	2445	66	test	PKG-CATALOG
packages/catalog/test/model-provider-priority.test.ts	646	17	test	PKG-CATALOG
packages/catalog/test/model-thinking.test.ts	52255	1412	test	PKG-CATALOG
packages/catalog/test/model-tokenizer.test.ts	1874	40	test	PKG-CATALOG
packages/catalog/test/models-dev-metrics.test.ts	696	28	test	PKG-CATALOG
packages/catalog/test/nanogpt-model-limits.test.ts	2087	57	test	PKG-CATALOG
packages/catalog/test/novita-provider.test.ts	3441	94	test	PKG-CATALOG
packages/catalog/test/ollama-cloud-output-caps.test.ts	10663	279	test	PKG-CATALOG
packages/catalog/test/ollama-cloud-provider.test.ts	21898	649	test	PKG-CATALOG
packages/catalog/test/ollama-provider.test.ts	9084	229	test	PKG-CATALOG
packages/catalog/test/openai-daybreak.test.ts	3895	88	test	PKG-CATALOG
packages/catalog/test/opencode-provider.test.ts	34731	944	test	PKG-CATALOG
packages/catalog/test/proto-parser.test.ts	889	37	test	PKG-CATALOG
packages/catalog/test/protobuf.test.ts	3106	92	test	PKG-CATALOG
packages/catalog/test/provider-cache-id.test.ts	1883	33	test	PKG-CATALOG
packages/catalog/test/provider-default-models.test.ts	1656	33	test	PKG-CATALOG
packages/catalog/test/sakana-provider.test.ts	6539	171	test	PKG-CATALOG
packages/catalog/test/siliconflow-provider.test.ts	9568	229	test	PKG-CATALOG
packages/catalog/test/synthetic-provider.test.ts	10944	280	test	PKG-CATALOG
packages/catalog/test/umans-provider.test.ts	10642	333	test	PKG-CATALOG
packages/catalog/test/venice-provider.test.ts	1540	44	test	PKG-CATALOG
packages/catalog/test/vercel-ai-gateway-provider.test.ts	1962	52	test	PKG-CATALOG
packages/catalog/test/vllm-provider.test.ts	1336	33	test	PKG-CATALOG
packages/catalog/test/wafer.test.ts	10330	221	test	PKG-CATALOG
packages/catalog/test/xai-api-key-responses.test.ts	6834	188	test	PKG-CATALOG
packages/catalog/test/xai-oauth-bundle.test.ts	4088	85	test	PKG-CATALOG
packages/catalog/test/xai-responses-thinking-policy.test.ts	6660	172	test	PKG-CATALOG
packages/catalog/test/yolo-auto-provider.test.ts	8488	206	test	PKG-CATALOG
packages/catalog/test/zai-bundled-catalog.test.ts	2365	56	test	PKG-CATALOG
packages/catalog/test/zenmux-provider.test.ts	5393	142	test	PKG-CATALOG
